
 num     #instances         #bytes  class name
1426:             2             48  [Lgame.message.SoulMessage$ReqWearSoul$MsgID;
1427:             2             48  [Lgame.message.StrongerMessage$ReqDailyRechargeReward$MsgID;
1428:             2             48  [Lgame.message.StrongerMessage$ReqDailyRechargeRewardInfo$MsgID;
1429:             2             48  [Lgame.message.TeamMessage$ReqAgreeCall$MsgID;
1430:             2             48  [Lgame.message.TeamMessage$ReqAlterTeam$MsgID;
1431:             2             48  [Lgame.message.TeamMessage$ReqApplyEnter$MsgID;
1432:             2             48  [Lgame.message.TeamMessage$ReqApplyOpt$MsgID;
1433:             2             48  [Lgame.message.TeamMessage$ReqCallAllMember$MsgID;
1434:             2             48  [Lgame.message.TeamMessage$ReqCleanApplyList$MsgID;
1435:             2             48  [Lgame.message.TeamMessage$ReqCreateTeam$MsgID;
1436:             2             48  [Lgame.message.TeamMessage$ReqGetApplyList$MsgID;
1437:             2             48  [Lgame.message.TeamMessage$ReqGetFreedomList$MsgID;
1438:             2             48  [Lgame.message.TeamMessage$ReqGetTeamInfo$MsgID;
1439:             2             48  [Lgame.message.TeamMessage$ReqGetWaitList$MsgID;
1440:             2             48  [Lgame.message.TeamMessage$ReqInvite$MsgID;
1441:             2             48  [Lgame.message.TeamMessage$ReqInviteRes$MsgID;
1442:             2             48  [Lgame.message.TeamMessage$ReqMatchAll$MsgID;
1443:             2             48  [Lgame.message.TeamMessage$ReqTeamOpt$MsgID;
1444:             2             48  [Lgame.message.TeamMessage$ReqTransport2Leader$MsgID;
1445:             2             48  [Lgame.message.TianqibaokuMessage$P2GgetReward$MsgID;
1446:             2             48  [Lgame.message.TianqibaokuMessage$P2GreturnBaokuInfo$MsgID;
1447:             2             48  [Lgame.message.TianqibaokuMessage$ReqBaokuToBackpack$MsgID;
1448:             2             48  [Lgame.message.TianqibaokuMessage$ReqCloseBaokuPanel$MsgID;
1449:             2             48  [Lgame.message.TianqibaokuMessage$ReqExchangeBaokuItem$MsgID;
1450:             2             48  [Lgame.message.TianqibaokuMessage$ReqGetBaokuReward$MsgID;
1451:             2             48  [Lgame.message.TianqibaokuMessage$ReqLookMyBaoku$MsgID;
1452:             2             48  [Lgame.message.TianqibaokuMessage$ReqOpenBaokuPanel$MsgID;
1453:             2             48  [Lgame.message.TianqibaokuMessage$ReqSortBaoku$MsgID;
1454:             2             48  [Lgame.message.TitleMessage$ReqActiveTitle$MsgID;
1455:             2             48  [Lgame.message.TitleMessage$ReqDownPicTitle$MsgID;
1456:             2             48  [Lgame.message.TitleMessage$ReqUpTitleRune$MsgID;
1457:             2             48  [Lgame.message.TitleMessage$ReqUsePicTitle$MsgID;
1458:             2             48  [Lgame.message.TitleMessage$ReqUseTitle$MsgID;
1459:             2             48  [Lgame.message.TradeMessage$ReqLockTrade$MsgID;
1460:             2             48  [Lgame.message.TradeMessage$ReqOpenTradePanel$MsgID;
1461:             2             48  [Lgame.message.TradeMessage$ReqTrade$MsgID;
1462:             2             48  [Lgame.message.TradeMessage$ReqTradeApply$MsgID;
1463:             2             48  [Lgame.message.TradeMessage$ReqTradeCancel$MsgID;
1464:             2             48  [Lgame.message.TradeMessage$ReqTradeItem$MsgID;
1465:             2             48  [Lgame.message.TradeMessage$ReqUnloadTradeItem$MsgID;
1466:             2             48  [Lgame.message.UpdateRewardMessage$ReqGetUpdateReward$MsgID;
1467:             2             48  [Lgame.message.VipMessage$ReqGetGift$MsgID;
1468:             2             48  [Lgame.message.WelfareMessage$ReqActiveGrowthFind$MsgID;
1469:             2             48  [Lgame.message.WelfareMessage$ReqCardReward$MsgID;
1470:             2             48  [Lgame.message.WelfareMessage$ReqCurSignMonth$MsgID;
1471:             2             48  [Lgame.message.WelfareMessage$ReqGetContinuousLoginReward$MsgID;
1472:             2             48  [Lgame.message.WelfareMessage$ReqGetLevelReward$MsgID;
1473:             2             48  [Lgame.message.WelfareMessage$ReqGetTodayOnlineReward$MsgID;
1474:             2             48  [Lgame.message.WelfareMessage$ReqOneKeyRetrieveRes$MsgID;
1475:             2             48  [Lgame.message.WelfareMessage$ReqOpenWelfarePanel$MsgID;
1476:             2             48  [Lgame.message.WelfareMessage$ReqReceiveGrowthFind$MsgID;
1477:             2             48  [Lgame.message.WelfareMessage$ReqRetrieveRes$MsgID;
1478:             2             48  [Lgame.message.WelfareMessage$ReqSign$MsgID;
1479:             2             48  [Lgame.message.WingMessage$ReqActiveMagicFeather$MsgID;
1480:             2             48  [Lgame.message.WingMessage$ReqChangeShowState$MsgID;
1481:             2             48  [Lgame.message.WingMessage$ReqChangeWing$MsgID;
1482:             2             48  [Lgame.message.WingMessage$ReqGetMagicFeatherFragment$MsgID;
1483:             2             48  [Lgame.message.WingMessage$ReqMagicFeatherInfo$MsgID;
1484:             2             48  [Lgame.message.WingMessage$ReqOpenWingPanel$MsgID;
1485:             2             48  [Lgame.message.WingMessage$ReqOtherPlayerWingInfo$MsgID;
1486:             2             48  [Lgame.message.WingMessage$ReqTrainMagicFeather$MsgID;
1487:             2             48  [Lgame.message.WingMessage$ReqWearMagicFeather$MsgID;
1488:             2             48  [Lgame.message.WingMessage$ReqWingStarUp$MsgID;
1489:             2             48  [Lgame.message.WingMessage$ReqWingTransmog$MsgID;
1490:             2             48  [Lgame.message.ZoneMessage$P2GEnterOutlandWar$MsgID;
1491:             2             48  [Lgame.message.ZoneMessage$P2GReqCancelCrossTag$MsgID;
1492:             2             48  [Lgame.message.ZoneMessage$P2GReqMatchSucceed$MsgID;
1493:             2             48  [Lgame.message.ZoneMessage$P2GResCrossZoneReadyZone$MsgID;
1494:             2             48  [Lgame.message.ZoneMessage$P2GResEnterZone$MsgID;
1495:             2             48  [Lgame.message.ZoneMessage$ReqCancelMatch$MsgID;
1496:             2             48  [Lgame.message.ZoneMessage$ReqEnterZone$MsgID;
1497:             2             48  [Lgame.message.ZoneMessage$ReqGuideBlockOpen$MsgID;
1498:             2             48  [Lgame.message.ZoneMessage$ReqGuideNo$MsgID;
1499:             2             48  [Lgame.message.ZoneMessage$ReqReadyZone$MsgID;
1500:             2             48  [Lgame.message.ZoneMessage$ReqSweepZone$MsgID;
1501:             2             48  [Lgame.message.ZoneMessage$ReqTeamAcceptEnterZone$MsgID;
1502:             2             48  [Lgame.message.backpackMessage$ReqBagClearUp$MsgID;
1503:             2             48  [Lgame.message.backpackMessage$ReqCompound$MsgID;
1504:             2             48  [Lgame.message.backpackMessage$ReqDelItem$MsgID;
1505:             2             48  [Lgame.message.backpackMessage$ReqMoveItem$MsgID;
1506:             2             48  [Lgame.message.backpackMessage$ReqOpenBagCell$MsgID;
1507:             2             48  [Lgame.message.backpackMessage$ReqSellItems$MsgID;
1508:             2             48  [Lgame.message.backpackMessage$ReqUseItem$MsgID;
1509:             2             48  [Lgame.message.cloakMessage$ReqChangeWearCloak$MsgID;
1510:             2             48  [Lgame.message.cloakMessage$ReqCloakSkillUp$MsgID;
1511:             2             48  [Lgame.message.cloakMessage$ReqCloakUp$MsgID;
1512:             2             48  [Lgame.message.cloakMessage$ReqOpenCloakInterface$MsgID;
1513:             2             48  [Lgame.message.cloakMessage$ReqOpenCloakSkillPanel$MsgID;
1514:             2             48  [Lgame.message.cloakMessage$ReqRuneInfo$MsgID;
1515:             2             48  [Lgame.message.cloakMessage$ReqRuneUp$MsgID;
1516:             2             48  [Lgame.message.dragoonMessage$ReqActiveDragoon$MsgID;
1517:             2             48  [Lgame.message.dragoonMessage$ReqDragoonList$MsgID;
1518:             2             48  [Lgame.message.dragoonMessage$ReqUpDragoon$MsgID;
1519:             2             48  [Lgame.message.dragoonMessage$ReqUpDragoonSkill$MsgID;
1520:             2             48  [Lgame.message.dragoonMessage$ReqUseDragoon$MsgID;
1521:             2             48  [Lgame.message.friendMessage$ReqAddRelation$MsgID;
1522:             2             48  [Lgame.message.friendMessage$ReqAllSendPhysical$MsgID;
1523:             2             48  [Lgame.message.friendMessage$ReqDeleteRelation$MsgID;
1524:             2             48  [Lgame.message.friendMessage$ReqDimSelect$MsgID;
1525:             2             48  [Lgame.message.friendMessage$ReqGetRelationList$MsgID;
1526:             2             48  [Lgame.message.friendMessage$ReqOneKeyReceive$MsgID;
1527:             2             48  [Lgame.message.friendMessage$ReqReceivePhysical$MsgID;
1528:             2             48  [Lgame.message.friendMessage$ReqSendItemAddIntimacy$MsgID;
1529:             2             48  [Lgame.message.friendMessage$ReqSendPhysical$MsgID;
1530:             2             48  [Lgame.message.heartMessage$ReqHeart$MsgID;
1531:             2             48  [Lgame.message.heartMessage$ReqReallyHeart$MsgID;
1532:             2             48  [Lgame.message.heartMessage$ReqReconnect$MsgID;
1533:             2             48  [Lgame.message.heartMessage$ReqSetReconnectSignSuccess$MsgID;
1534:             2             48  [Lgame.message.kingPalaceMessage$ReqAllRefuseKpApply$MsgID;
1535:             2             48  [Lgame.message.kingPalaceMessage$ReqAllRefuseKpRequest$MsgID;
1536:             2             48  [Lgame.message.kingPalaceMessage$ReqCreateKingPalace$MsgID;
1537:             2             48  [Lgame.message.kingPalaceMessage$ReqJoinKingPalace$MsgID;
1538:             2             48  [Lgame.message.kingPalaceMessage$ReqJoinRequestKingPalace$MsgID;
1539:             2             48  [Lgame.message.kingPalaceMessage$ReqKingPalaceRequestList$MsgID;
1540:             2             48  [Lgame.message.kingPalaceMessage$ReqKpApplyList$MsgID;
1541:             2             48  [Lgame.message.kingPalaceMessage$ReqKpAppointments$MsgID;
1542:             2             48  [Lgame.message.kingPalaceMessage$ReqKpDonateNum$MsgID;
1543:             2             48  [Lgame.message.kingPalaceMessage$ReqKpDonation$MsgID;
1544:             2             48  [Lgame.message.kingPalaceMessage$ReqKpGuildList$MsgID;
1545:             2             48  [Lgame.message.kingPalaceMessage$ReqKpGuildQuit$MsgID;
1546:             2             48  [Lgame.message.kingPalaceMessage$ReqKpInvitedGuild$MsgID;
1547:             2             48  [Lgame.message.kingPalaceMessage$ReqKpKickGuild$MsgID;
1548:             2             48  [Lgame.message.kingPalaceMessage$ReqKpKingAbdicated$MsgID;
1549:             2             48  [Lgame.message.kingPalaceMessage$ReqKpLogList$MsgID;
1550:             2             48  [Lgame.message.kingPalaceMessage$ReqMemberMoreInfo$MsgID;
1551:             2             48  [Lgame.message.kingPalaceMessage$ReqMineKpInfo$MsgID;
1552:             2             48  [Lgame.message.kingPalaceMessage$ReqModIcon$MsgID;
1553:             2             48  [Lgame.message.kingPalaceMessage$ReqModName$MsgID;
1554:             2             48  [Lgame.message.kingPalaceMessage$ReqModifyKpInfo$MsgID;
1555:             2             48  [Lgame.message.kingPalaceMessage$ReqOfficerMoreInfo$MsgID;
1556:             2             48  [Lgame.message.kingPalaceMessage$ReqPalaceList$MsgID;
1557:             2             48  [Lgame.message.kingPalaceMessage$ReqRefuseKpApply$MsgID;
1558:             2             48  [Lgame.message.kingPalaceMessage$ReqRefuseKpRequest$MsgID;
1559:             2             48  [Lgame.message.kingPalaceMessage$ReqSureKpApply$MsgID;
1560:             2             48  [Lgame.message.kingPalaceMessage$ReqUpKingPalace$MsgID;
1561:             2             48  [Lgame.message.mailMessage$ReqGetRemainMailList$MsgID;
1562:             2             48  [Lgame.message.mailMessage$ReqOneClickDeleteMail$MsgID;
1563:             2             48  [Lgame.message.mailMessage$ReqOneClickReceiveMailAttach$MsgID;
1564:             2             48  [Lgame.message.mailMessage$ReqReadMail$MsgID;
1565:             2             48  [Lgame.message.mailMessage$ReqReceiveSingleMailAttach$MsgID;
1566:             2             48  [Lgame.message.marketMessage$ReqBuyMarketItem$MsgID;
1567:             2             48  [Lgame.message.marketMessage$ReqCoinList$MsgID;
1568:             2             48  [Lgame.message.marketMessage$ReqDownItem$MsgID;
1569:             2             48  [Lgame.message.marketMessage$ReqGetMarketCoin$MsgID;
1570:             2             48  [Lgame.message.marketMessage$ReqMarketSort$MsgID;
1571:             2             48  [Lgame.message.marketMessage$ReqMyMarketList$MsgID;
1572:             2             48  [Lgame.message.marketMessage$ReqMyMarketLogList$MsgID;
1573:             2             48  [Lgame.message.marketMessage$ReqSellItemList$MsgID;
1574:             2             48  [Lgame.message.marketMessage$ReqUpItem$MsgID;
1575:             2             48  [Lgame.message.npcMessage$ReqClickNpc$MsgID;
1576:             2             48  [Lgame.message.npcMessage$ReqNpcFunction$MsgID;
1577:             2             48  [Lgame.message.npcMessage$ReqNpcFunctions$MsgID;
1578:             2             48  [Lgame.message.prayMessage$ReqBindGoldPray$MsgID;
1579:             2             48  [Lgame.message.prayMessage$ReqBindMoneyPray$MsgID;
1580:             2             48  [Lgame.message.prayMessage$ReqGoldPray$MsgID;
1581:             2             48  [Lgame.message.prayMessage$ReqOpenPrayPanel$MsgID;
1582:             2             48  [Lgame.message.questionMessage$ReqPlayerAnswer$MsgID;
1583:             2             48  [Lgame.message.questionMessage$ReqPlayerQuestionsCount$MsgID;
1584:             2             48  [Lgame.message.questionMessage$ReqPlayerSendQuestion$MsgID;
1585:             2             48  [Lgame.message.questionMessage$ReqSystemQuestion$MsgID;
1586:             2             48  [Lgame.message.serverMessage$F2GPlayerOutCrossWorldMap$MsgID;
1587:             2             48  [Lgame.message.serverMessage$F2GResRegister$MsgID;
1588:             2             48  [Lgame.message.serverMessage$F2GSynPlayerInfoResult$MsgID;
1589:             2             48  [Lgame.message.serverMessage$G2FNoticeSynRoleInfo$MsgID;
1590:             2             48  [Lgame.message.serverMessage$G2FReqRegister$MsgID;
1591:             2             48  [Lgame.message.serverMessage$G2FSynPlayerInfo$MsgID;
1592:             2             48  [Lgame.message.serverMessage$G2FSynPowerAttAndFace$MsgID;
1593:             2             48  [Lgame.message.serverMessage$P2GCheckCrossInfoRes$MsgID;
1594:             2             48  [Lgame.message.serverMessage$P2GConnectHeartRes$MsgID;
1595:             2             48  [Lgame.message.serverMessage$P2GGMCMDResult$MsgID;
1596:             2             48  [Lgame.message.serverMessage$P2GResFightServer$MsgID;
1597:             2             48  [Lgame.message.serverMessage$P2GResFightServerList$MsgID;
1598:             2             48  [Lgame.message.serverMessage$P2GResRegister$MsgID;
1599:             2             48  [Lgame.message.shopMessage$ReqBuyItem$MsgID;
1600:             2             48  [Lgame.message.shopMessage$ReqGoldShopBuyItem$MsgID;
1601:             2             48  [Lgame.message.shopMessage$ReqGoldShopList$MsgID;
1602:             2             48  [Lgame.message.shopMessage$ReqNpcShopBuyItem$MsgID;
1603:             2             48  [Lgame.message.shopMessage$ReqNpcShopList$MsgID;
1604:             2             48  [Lgame.message.shopMessage$ReqRefreshShop$MsgID;
1605:             2             48  [Lgame.message.shopMessage$ReqSellMyBagItem$MsgID;
1606:             2             48  [Lgame.message.shopMessage$ReqShengMiBuyItem$MsgID;
1607:             2             48  [Lgame.message.shopMessage$ReqShengMiFresh$MsgID;
1608:             2             48  [Lgame.message.shopMessage$ReqShopList$MsgID;
1609:             2             48  [Lgame.message.shopMessage$ReqShopSubList$MsgID;
1610:             2             48  [Lgame.message.storeMessage$ReqBagToStore$MsgID;
1611:             2             48  [Lgame.message.storeMessage$ReqOpenStoreCell$MsgID;
1612:             2             48  [Lgame.message.storeMessage$ReqStoreClearUp$MsgID;
1613:             2             48  [Lgame.message.storeMessage$ReqStoreMoveItem$MsgID;
1614:             2             48  [Lgame.message.storeMessage$ReqStoreToBag$MsgID;
1615:             2             48  [Lgame.message.taskMessage$ReqChangeTaskState$MsgID;
1616:             2             48  [Lgame.message.taskMessage$ReqCheckTaskIsFinish$MsgID;
1617:             2             48  [Lgame.message.taskMessage$ReqDailyUpStar$MsgID;
1618:             2             48  [Lgame.message.taskMessage$ReqGiveUpTask$MsgID;
1619:             2             48  [Lgame.message.taskMessage$ReqOneKeyOverTask$MsgID;
1620:             2             48  [Lgame.message.taskMessage$ReqQuickFinish$MsgID;
1621:             2             48  [Lgame.message.taskMessage$ReqReceiveTask$MsgID;
1622:             2             48  [Lgame.message.taskMessage$ReqRefreshTask$MsgID;
1623:             2             48  [Lgame.message.taskMessage$ReqTaskFinish$MsgID;
1624:             1             48  [Ljava.beans.WeakIdentityMap$Entry;
1625:             3             48  [Ljava.lang.annotation.Annotation;
1626:             1             48  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic;
1627:             1             48  [Ljava.math.RoundingMode;
1628:             1             48  [Ljava.util.concurrent.TimeUnit;
1629:             1             48  [Ljavax.tools.StandardLocation;
1630:             1             48  [Ljdk.net.SocketFlow$Status;
1631:             2             48  [Lorg.apache.ibatis.session.LocalCacheScope;
1632:             2             48  [Lorg.apache.logging.log4j.core.appender.ConsoleAppender$Target;
1633:             1             48  [Lorg.apache.logging.log4j.core.appender.rolling.RolloverFrequency;
1634:             2             48  [Lorg.apache.logging.log4j.core.async.ThreadNameCachingStrategy;
1635:             1             48  [[Ljava.lang.Object;
1636:             2             48  com.alibaba.druid.pool.vendor.MySqlValidConnectionChecker
1637:             1             48  com.alibaba.fastjson.parser.ParserConfig
1638:             1             48  com.game.chat.Manager.ChatManager
1639:             3             48  com.game.db.dao.GoldChangeDao
1640:             1             48  com.game.jjc.manager.JJCManager
1641:             1             48  com.game.skill.config.event.PlayPushEvent
1642:             1             48  com.lmax.disruptor.MultiProducerSequencer
1643:             2             48  com.lmax.disruptor.dsl.ProducerType
1644:             3             48  com.mysql.jdbc.Driver
1645:             2             48  com.mysql.jdbc.SingleByteCharsetConverter
1646:             1             48  com.script.clone.activity.YongChuangHaiDaoScript
1647:             1             48  com.script.clone.crossjj.CrossJJScript
1648:             1             48  com.script.clone.resourcewar.ResourceWarScript
1649:             1             48  com.script.fight.FightManagerScript
1650:             2             48  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry
1651:             1             48  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
1652:             2             48  com.sun.jmx.mbeanserver.WeakIdentityHashMap
1653:             3             48  com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
1654:             2             48  game.core.command.CommandThreadFactory
1655:             3             48  game.core.concurrent.OrderedQueuePool
1656:             1             48  game.message.BackendMessage$ReqActivitySendToFriend
1657:             1             48  game.message.BackendMessage$ReqGetActivityReward
1658:             1             48  game.message.ChatMessage$ReqAddChatRooM
1659:             1             48  game.message.CityWarMessage$ReqCityPostOpt
1660:             1             48  game.message.CopyMapMessage$ReqCopymapCardReward
1661:             1             48  game.message.CopyMapMessage$ReqCopymapReward
1662:             1             48  game.message.CopyMapMessage$cloneStateInfo
1663:             1             48  game.message.CrossFightMessage$F2GKillOtherPlayer
1664:             1             48  game.message.CrossFightMessage$P2GOutFightRoom
1665:             1             48  game.message.CrossResourceWarMessage$P2GResBaoMing
1666:             1             48  game.message.CrossServerMessage$F2GCloneClose
1667:             1             48  game.message.CrossServerMessage$F2GFightEnd
1668:             1             48  game.message.CrossServerMessage$F2GSendReward
1669:             1             48  game.message.CrossServerMessage$F2G_UpMoraleRes
1670:             1             48  game.message.CrossServerMessage$G2FGMdeal
1671:             1             48  game.message.CrossServerMessage$G2FRelive
1672:             1             48  game.message.CrossServerMessage$G2FReqCrossDropItemString
1673:             1             48  game.message.CrossServerMessage$G2F_UpMorale
1674:             1             48  game.message.CrossServerMessage$P2GNoticeEvent
1675:             1             48  game.message.CrossServerMessage$P2GPlayerStateChange
1676:             1             48  game.message.CrossjjcMessage$P2GCrossRankInfoRes
1677:             1             48  game.message.CrossjjcMessage$P2GUpdateCrossJJCTime
1678:             1             48  game.message.EquipMessage$ReqEquipFusion
1679:             1             48  game.message.EquipMessage$ReqEquipRefining
1680:             1             48  game.message.EquipMessage$ReqEquipSkillInheritance
1681:             1             48  game.message.EquipMessage$ReqEquipTrain
1682:             1             48  game.message.GuildMessage$ReqAuctionItem
1683:             1             48  game.message.GuildMessage$ReqChangeGuildSetting
1684:             1             48  game.message.GuildMessage$ReqCreateGuild
1685:             1             48  game.message.GuildMessage$ReqMasterReceive
1686:             1             48  game.message.GuildMessage$ReqSetRank
1687:             1             48  game.message.MapMessage$ReqDirMove
1688:             1             48  game.message.MapMessage$ReqMoveTo
1689:             1             48  game.message.RedPacketMessage$ReqSendMineRechargeRedpacket
1690:             1             48  game.message.RedPacketMessage$ReqSendRedpacket
1691:             1             48  game.message.RegisterMessage$ReqLoadFinish
1692:             1             48  game.message.ScuffleMessage$P2GResCrossleMatchFailure
1693:             1             48  game.message.ShituMessage$ReqCall
1694:             1             48  game.message.ShituMessage$ReqResponseCall
1695:             1             48  game.message.SoulMessage$ReqSmeltSoul
1696:             1             48  game.message.TeamMessage$ReqApplyOpt
1697:             1             48  game.message.TeamMessage$ReqTeamOpt
1698:             1             48  game.message.TradeMessage$ReqTradeItem
1699:             1             48  game.message.backpackMessage$ReqMoveItem
1700:             1             48  game.message.backpackMessage$ReqSellItems
1701:             1             48  game.message.backpackMessage$ReqUseItem
1702:             1             48  game.message.friendMessage$ReqSendItemAddIntimacy
1703:             1             48  game.message.heartMessage$ReqReconnect
1704:             1             48  game.message.kingPalaceMessage$ReqCreateKingPalace
1705:             1             48  game.message.kingPalaceMessage$ReqKpDonation
1706:             1             48  game.message.kingPalaceMessage$ReqKpGuildList
1707:             1             48  game.message.kingPalaceMessage$ReqKpGuildQuit
1708:             1             48  game.message.kingPalaceMessage$ReqKpInvitedGuild
1709:             1             48  game.message.kingPalaceMessage$ReqKpKickGuild
1710:             1             48  game.message.kingPalaceMessage$ReqKpKingAbdicated
1711:             1             48  game.message.kingPalaceMessage$ReqModIcon
1712:             1             48  game.message.kingPalaceMessage$ReqModName
1713:             1             48  game.message.kingPalaceMessage$ReqModifyKpInfo
1714:             1             48  game.message.marketMessage$ReqBuyMarketItem
1715:             1             48  game.message.npcMessage$ReqNpcFunction
1716:             1             48  game.message.questionMessage$ReqPlayerSendQuestion
1717:             1             48  game.message.serverMessage$G2PConnectHeart
1718:             1             48  game.message.serverMessage$P2GCheckCrossInfoRes
1719:             1             48  game.message.serverMessage$P2GGMCMDResult
1720:             1             48  game.message.serverMessage$fightServerInfo
1721:             1             48  game.message.shopMessage$ReqBuyItem
1722:             1             48  game.message.shopMessage$ReqGoldShopBuyItem
1723:             1             48  game.message.shopMessage$ReqNpcShopBuyItem
1724:             1             48  game.message.shopMessage$ReqShopList
1725:             1             48  game.message.storeMessage$ReqStoreMoveItem
1726:             1             48  game.message.taskMessage$ReqGiveUpTask
1727:             1             48  io.netty.bootstrap.AbstractBootstrap$PendingRegistrationPromise
1728:             1             48  io.netty.bootstrap.Bootstrap
1729:             2             48  io.netty.bootstrap.ServerBootstrap$ServerBootstrapAcceptor$1
1730:             3             48  io.netty.buffer.PooledByteBufAllocatorMetric
1731:             2             48  io.netty.channel.ChannelMetadata
1732:             3             48  io.netty.channel.ReflectiveChannelFactory
1733:             3             48  io.netty.channel.nio.AbstractNioChannel$1
1734:             3             48  io.netty.util.concurrent.SingleThreadEventExecutor$5
1735:             2             48  java.io.File$PathStatus
1736:             3             48  java.lang.Float
1737:             2             48  java.lang.StringBuffer
1738:             1             48  java.lang.invoke.BoundMethodHandle$Species_L4
1739:             2             48  java.lang.reflect.ReflectPermission
1740:             2             48  java.net.InetAddress$Cache
1741:             2             48  java.net.InetAddress$Cache$Type
1742:             2             48  java.net.InetAddress$CacheEntry
1743:             2             48  java.net.InterfaceAddress
1744:             1             48  java.net.NetworkInterface
1745:             2             48  java.net.StandardProtocolFamily
1746:             3             48  java.nio.channels.spi.AbstractSelector$1
1747:             2             48  java.nio.charset.CoderResult
1748:             3             48  java.nio.charset.CodingErrorAction
1749:             3             48  java.text.AttributedCharacterIterator$Attribute
1750:             3             48  java.util.HashMap$Values
1751:             3             48  java.util.Hashtable$EntrySet
1752:             3             48  java.util.Timer$1
1753:             1             48  java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
1754:             2             48  java.util.logging.Logger$LoggerBundle
1755:             2             48  java.util.regex.Pattern$5
1756:             2             48  org.apache.commons.lang.time.FastDateFormat$TextField
1757:             2             48  org.apache.ibatis.mapping.ResultFlag
1758:             3             48  org.apache.ibatis.plugin.InterceptorChain
1759:             3             48  org.apache.ibatis.scripting.defaults.RawLanguageDriver
1760:             3             48  org.apache.ibatis.scripting.xmltags.XMLLanguageDriver
1761:             2             48  org.apache.ibatis.session.LocalCacheScope
1762:             3             48  org.apache.ibatis.session.defaults.DefaultSqlSessionFactory
1763:             3             48  org.apache.ibatis.transaction.jdbc.JdbcTransactionFactory
1764:             3             48  org.apache.ibatis.type.TypeAliasRegistry
1765:             1             48  org.apache.ibatis.type.TypeHandlerRegistry$1
1766:             1             48  org.apache.log4j.Hierarchy
1767:             2             48  org.apache.log4j.helpers.OnlyOnceErrorHandler
1768:             1             48  org.apache.log4j.helpers.PatternParser
1769:             1             48  org.apache.logging.log4j.core.LoggerContext
1770:             1             48  org.apache.logging.log4j.core.appender.ConsoleAppender
1771:             2             48  org.apache.logging.log4j.core.config.ConfigurationScheduler
1772:             2             48  org.apache.logging.log4j.core.config.plugins.util.PluginManager
1773:             2             48  org.apache.logging.log4j.core.config.status.StatusConfiguration$Verbosity
1774:             3             48  org.apache.logging.log4j.core.lookup.StrMatcher$StringMatcher
1775:             2             48  org.apache.logging.log4j.core.pattern.LoggerPatternConverter
1776:             2             48  org.apache.logging.log4j.core.util.DummyNanoClock
1777:             1             48  org.apache.logging.log4j.simple.SimpleLogger
1778:             1             48  org.apache.logging.log4j.status.StatusLogger
1779:             2             48  sun.management.ManagementFactoryHelper$1
1780:             2             48  sun.misc.JarIndex
1781:             2             48  sun.misc.NativeSignalHandler
1782:             2             48  sun.misc.URLClassPath$FileLoader
1783:             1             48  sun.net.www.http.KeepAliveCache
1784:             2             48  sun.nio.fs.NativeBuffer$Deallocator
1785:             2             48  sun.security.jca.ProviderList
1786:             2             48  sun.security.jca.ProviderList$3
1787:             2             48  sun.util.locale.LocaleExtensions
1788:             1             40  [Lcom.mysql.jdbc.DatabaseMetaData$TableType;
1789:             2             40  [Lcom.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry;
1790:             1             40  [Lcom.sun.org.apache.xalan.internal.utils.FeaturePropertyBase$State;
1791:             1             40  [Lcom.sun.org.apache.xerces.internal.util.Status;
1792:             1             40  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State;
1793:             1             40  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State;
1794:             1             40  [Lgame.core.dblog.TableCheckStepEnum;
1795:             1             40  [Ljava.lang.management.MemoryPoolMXBean;
1796:             1             40  [Ljava.nio.charset.Charset;
1797:             1             40  [Lorg.apache.logging.log4j.core.LifeCycle$State;
1798:             1             40  [Lorg.apache.logging.log4j.core.appender.rolling.FileExtension;
1799:             1             40  [Lorg.apache.logging.log4j.core.pattern.PatternParser$ParserState;
1800:             1             40  [Lsun.util.locale.provider.LocaleProviderAdapter$Type;
1801:             1             40  [[Ljava.lang.invoke.LambdaForm$Name;
1802:             1             40  com.alibaba.fastjson.parser.deserializer.FastjsonASMDeserializer_1_CopyMapServerParam
1803:             1             40  com.game.boss.manager.BossManager
1804:             1             40  com.game.citywar.manager.CityManager
1805:             1             40  com.game.crossjjc.manager.CrossJJCManager
1806:             1             40  com.game.kingpalace.manager.KingPalaceManager
1807:             1             40  com.game.markets.manager.MarketManager
1808:             1             40  com.game.questions.manager.QuestionManager
1809:             1             40  com.game.redpacket.manager.RedPacketManager
1810:             1             40  com.game.server.GameServer$3
1811:             1             40  com.game.server.GameServer$4
1812:             1             40  com.game.server.GameServer$5
1813:             1             40  com.game.server.GameServer$6
1814:             1             40  com.game.server.GameServer$7
1815:             1             40  com.game.task.manager.TaskManager
1816:             1             40  com.lmax.disruptor.BatchEventProcessor
1817:             1             40  com.script.clone.activity.ZhanYaoChuMoScript
1818:             1             40  com.script.clone.crosswar.CrossGloryScript
